altitude,is_sea,digue,densite_bati,obstacle_height
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
0.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
3.625,true,0,0.0,0.0
6.375,true,0,0.0,0.0
7.6875,true,0,0.0,0.0
8.4375,true,0,0.0,0.0
10.1875,false,0,0.0,0.0
9.6875,false,0,0.0,0.0
9.9375,false,0,0.7431999999003355,0.0
8.625,false,0,17.73458750007494,0.0
6.3125,false,0,19.63348750030946,0.0
0.8181818181818182,false,0,0.0,0.0
-2.0,false,0,0.0,0.0
-2.0,false,0,0.0,0.0
-2.0,false,0,0.0,0.0
-2.0,false,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
0.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
4.266666666666667,true,0,0.0,0.0
6.5,true,0,0.0,0.0
7.0625,true,0,0.0,0.0
8.375,true,0,0.0,0.0
8.9375,false,0,0.0,0.0
8.6875,false,0,0.0,0.0
7.9375,false,0,8.7414000004199,0.0
7.375,false,0,58.50790000172955,0.0
5.153846153846154,false,0,5.677387499813933,0.0
-2.0,false,0,1.2284750000489861,0.0
-2.0,false,0,1.8242875000989065,0.0
-2.0,false,0,0.8543500000881891,0.0
-2.0,false,0,0.0,0.0
-2.0,false,0,0.0,0.0
-2.0,false,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
0.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
1.4615384615384615,true,0,0.0,0.0
5.625,true,0,0.0,0.0
6.4375,true,0,0.0,0.0
7.75,true,0,0.0,0.0
8.1875,false,0,0.0,0.0
9.0625,false,0,0.0,0.0
7.75,false,0,0.0,0.0
6.0625,false,0,11.763724999776075,0.0
5.0,false,0,5.4371624992436765,0.0
5.166666666666667,false,0,18.237637500801785,0.0
-2.0,false,0,10.168462500181974,0.0
-2.0,false,0,27.08952500060791,0.0
-2.0,false,0,24.46030000073181,0.0
-2.0,false,0,2.399049999923644,0.0
-2.0,false,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
0.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
0.2,true,0,0.0,0.0
5.0,true,0,0.0,0.0
5.9375,true,0,0.0,0.0
6.875,true,0,0.0,0.0
8.375,false,0,0.0,0.0
8.75,false,0,0.0,0.0
7.3125,false,0,0.04256249988052877,0.0
5.375,false,0,0.09798749996774422,0.0
5.125,false,0,0.42937500010625096,0.0
5.5625,false,0,13.450649999974976,0.0
5.375,false,0,50.97453749806211,0.0
-2.0,false,0,56.27865000007636,0.0
-2.0,false,0,57.0588000000958,0.0
-2.0,false,0,6.643587500047211,0.0
-2.0,false,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
0.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
4.333333333333333,true,0,0.0,0.0
7.0,true,0,0.0,0.0
7.0,true,0,0.0,0.0
8.1875,false,0,0.0,0.0
7.875,false,0,0.0,0.0
7.3125,false,0,0.0,0.0
4.625,false,0,0.0,0.0
4.75,false,0,0.0,0.0
4.75,false,0,2.768275000524673,0.0
4.8125,false,0,41.232337500281616,0.0
3.0,false,0,110.72522500011206,0.0
1.3,false,0,57.02363749881827,0.0
-2.0,false,0,5.16388750008924,0.0
-2.0,false,0,0.0,0.0
-2.0,false,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
0.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
5.636363636363637,true,0,0.0,0.0
7.5625,true,0,0.0,0.0
6.0,true,0,0.0,0.0
6.0,false,0,0.0,0.0
6.5,false,0,0.0,0.0
7.0625,false,0,0.0,0.0
4.75,false,0,0.11679999997123668,0.0
4.4375,false,0,0.13673749994252574,0.0
3.875,false,0,0.0,0.0
3.1875,false,0,3.068599999561759,0.0
3.3125,false,0,22.01862499995315,0.0
3.6923076923076925,false,0,38.188837501779396,0.0
2.5,false,0,26.613462499221665,0.0
-2.0,false,0,0.0,0.0
-2.0,false,0,0.0,0.0
-2.0,false,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
0.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
3.111111111111111,true,0,0.0,0.0
6.6875,true,0,0.0,0.0
5.375,true,0,0.0,0.0
5.1875,true,0,0.0,0.0
3.8125,false,0,0.0,0.0
5.0625,false,0,0.0,0.0
3.25,false,0,0.0,0.0
5.125,false,0,0.0,0.0
6.0625,false,0,0.15583750003424357,0.0
5.1875,false,0,0.7522000002448884,0.0
4.0,false,0,0.6422124999826424,0.0
4.1875,false,0,3.1525625003593234,0.0
5.333333333333333,false,0,33.309012499765295,0.0
1.75,false,0,7.332837499785182,0.0
-2.0,false,0,0.0,0.0
-2.0,false,0,0.0,0.0
-2.0,false,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
0.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-0.6,true,0,0.0,0.0
4.846153846153846,true,0,0.0,0.0
4.1875,true,0,0.0,0.0
1.9375,true,0,0.0,0.0
1.8125,false,0,0.0,0.0
2.25,false,0,0.0,0.0
1.3125,false,0,0.09857499998992424,0.0
3.6875,false,0,0.0,0.0
6.4375,false,0,0.1763500000102853,0.0
6.0,false,0,0.6348375000379542,0.0
5.375,false,0,0.1156625000545304,0.0
5.6875,false,0,2.2011500003686173,0.0
6.875,false,0,2.929975000137069,0.0
6.0,false,0,1.641675000230057,0.0
3.0,false,0,7.7504625001639,0.0
-2.0,false,0,0.6986749998432308,0.0
-2.0,false,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
0.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
2.6,true,0,0.0,0.0
4.0,true,0,0.0,0.0
3.3125,true,0,0.0,0.0
2.0625,false,0,0.0,0.0
0.5,false,0,0.0,0.0
0.9375,false,0,19.410150000967157,0.0
3.0,false,0,1.222699999973124,0.0
4.9375,false,0,0.2907500000098517,0.0
5.0,false,0,0.0,0.0
5.1875,false,0,9.466112499468045,0.0
5.0625,false,0,15.194574999822702,0.0
5.0,false,0,0.09258749996594416,0.0
6.4375,false,0,3.0554125001770798,0.0
8.375,false,0,10.991199999435592,0.0
8.75,false,0,11.948350000802243,0.0
4.857142857142857,false,0,0.0,0.0
-2.0,false,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
0.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
0.0,true,0,0.0,0.0
3.8125,true,0,0.0,0.0
4.125,true,0,0.0,0.0
1.8125,false,0,0.0,0.0
0.8125,false,0,0.0,0.0
1.375,false,0,12.128637499949003,0.0
3.625,false,0,15.441812499146062,0.0
4.625,false,0,0.2771499999981839,0.0
4.375,false,0,0.8319374998338753,0.0
4.0625,false,0,22.028200000602478,0.0
4.25,false,0,6.882450000783565,0.0
1.625,false,0,0.0,0.0
4.375,false,0,1.1596374999732912,0.0
5.375,false,0,33.99999999962613,0.0
6.5625,false,0,29.623124999411043,0.0
2.923076923076923,false,0,4.827812499443389,0.0
-2.0,false,0,0.0,0.0
-2.0,false,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
0.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
-2.0,true,0,0.0,0.0
4.416666666666667,true,0,0.0,0.0
4.4375,true,0,0.0,0.0
2.0,true,0,0.0,0.0
0.9375,false,0,0.0,0.0
0.125,false,0,0.5221125000986896,0.0
2.125,false,0,2.5807125003952622,0.0
3.8125,false,0,0.6392749999830862,0.0
2.9375,false,0,0.0,0.0
2.5625,false,0,0.12070000001888985,0.0
2.125,false,0,0.3447750001039691,0.0
1.0,false,0,0.0,0.0
1.4375,false,0,0.0,0.0
3.0,false,0,21.437774999132845,0.0
5.25,false,0,46.46677499794987,0.0
3.6875,false,0,87.74647499873659,0.0
4.7,false,0,11.734712499889831,0.0
